query_id,split,ingress_node_id,start_time_ms,query_text,zone_constraint,zone_type_constraint,service_constraint,freshness_constraint,ambiguity_level,difficulty,intended_domain_count,ground_truth_count,query_family,workload_tier,intent_facet,query_text_id,manifest_difficulty,target_relevant_domains,target_confuser_domains,explicit_domain_mention,explicit_zone_mention,semantic_intent_family
q-rf_3967_exodus-routing_hard_v3-0040,dev,"Santa+Clara,+CA363",3900,need noise level updates for school pickup disturbance conditions around residential with archival freshness,,residential,noise_level,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,school_pickup_disturbance,qt-q-rf_3967_exodus-routing_hard_v3-0040,medium,domain-01;domain-06,domain-05;domain-08,0,0,school_pickup_disturbance
q-rf_3967_exodus-routing_hard_v3-0041,test,"Atlanta,+GA133",4000,need ambient noise updates for stadium dispersal noise conditions around residential with recent freshness,,residential,noise_level,recent,high,hard,2,2,paraphrase_controlled,routing_hard_v3,stadium_dispersal_noise,qt-q-rf_3967_exodus-routing_hard_v3-0041,medium,domain-05;domain-08,domain-01;domain-06,0,0,stadium_dispersal_noise
q-rf_3967_exodus-routing_hard_v3-0042,test,"Santa+Clara,+CA388",4100,need traffic speed updates for freight corridor slowdown conditions around downtown with realtime freshness,,downtown,traffic_speed,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,freight_corridor_slowdown,qt-q-rf_3967_exodus-routing_hard_v3-0042,medium,domain-02;domain-07,domain-03;domain-06,0,0,freight_corridor_slowdown
q-rf_3967_exodus-routing_hard_v3-0043,test,Amsterdam119,4200,need bus waiting time updates for corridor incident diversion conditions around residential with archival freshness,,residential,bus_arrival,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,corridor_incident_diversion,qt-q-rf_3967_exodus-routing_hard_v3-0043,medium,domain-05;domain-08,domain-01;domain-06,0,0,corridor_incident_diversion
q-rf_3967_exodus-routing_hard_v3-0044,test,"Austin,+TX136",4300,need humidity updates for indoor outdoor drift conditions around residential with archival freshness,,residential,humidity,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0044,medium,domain-01;domain-06,domain-05;domain-08,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0045,test,"Herndon,+VA208",4400,need ambient humidity updates for indoor outdoor drift conditions around residential with realtime freshness,,residential,humidity,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0045,medium,domain-05;domain-08,domain-01;domain-06,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0046,test,Frankfurt184,4500,need moisture level updates for irrigation buildup conditions around residential with realtime freshness,,residential,humidity,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,irrigation_buildup,qt-q-rf_3967_exodus-routing_hard_v3-0046,medium,domain-01;domain-06,domain-05;domain-08,0,0,irrigation_buildup
q-rf_3967_exodus-routing_hard_v3-0047,test,"Santa+Clara,+CA389",4600,need noise level updates for school pickup disturbance conditions around residential with archival freshness,,residential,noise_level,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,school_pickup_disturbance,qt-q-rf_3967_exodus-routing_hard_v3-0047,medium,domain-01;domain-06,domain-05;domain-08,0,0,school_pickup_disturbance
q-rf_3967_exodus-routing_hard_v3-0048,test,"Santa+Clara,+CA363",4700,need noise level updates for stadium dispersal noise conditions around residential with recent freshness,,residential,noise_level,recent,high,hard,2,2,paraphrase_controlled,routing_hard_v3,stadium_dispersal_noise,qt-q-rf_3967_exodus-routing_hard_v3-0048,medium,domain-05;domain-08,domain-01;domain-06,0,0,stadium_dispersal_noise
q-rf_3967_exodus-routing_hard_v3-0049,test,"Atlanta,+GA133",4800,need traffic speed updates for freight corridor slowdown conditions around downtown with realtime freshness,,downtown,traffic_speed,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,freight_corridor_slowdown,qt-q-rf_3967_exodus-routing_hard_v3-0049,medium,domain-02;domain-07,domain-03;domain-06,0,0,freight_corridor_slowdown
q-rf_3967_exodus-routing_hard_v3-0050,test,"Santa+Clara,+CA388",4900,need bus waiting time updates for corridor incident diversion conditions around residential with archival freshness,,residential,bus_arrival,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,corridor_incident_diversion,qt-q-rf_3967_exodus-routing_hard_v3-0050,medium,domain-05;domain-08,domain-01;domain-06,0,0,corridor_incident_diversion
q-rf_3967_exodus-routing_hard_v3-0051,test,Amsterdam119,5000,need humidity updates for indoor outdoor drift conditions around residential with archival freshness,,residential,humidity,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0051,medium,domain-01;domain-06,domain-05;domain-08,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0052,test,"Austin,+TX136",5100,need moisture level updates for indoor outdoor drift conditions around residential with realtime freshness,,residential,humidity,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0052,medium,domain-05;domain-08,domain-01;domain-06,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0053,test,"Herndon,+VA208",5200,need ambient humidity updates for irrigation buildup conditions around residential with realtime freshness,,residential,humidity,realtime,high,hard,2,2,paraphrase_controlled,routing_hard_v3,irrigation_buildup,qt-q-rf_3967_exodus-routing_hard_v3-0053,medium,domain-01;domain-06,domain-05;domain-08,0,0,irrigation_buildup
q-rf_3967_exodus-routing_hard_v3-0054,test,Frankfurt184,5300,need ambient noise updates for school pickup disturbance conditions around residential with archival freshness,,residential,noise_level,archival,high,hard,2,2,paraphrase_controlled,routing_hard_v3,school_pickup_disturbance,qt-q-rf_3967_exodus-routing_hard_v3-0054,medium,domain-01;domain-06,domain-05;domain-08,0,0,school_pickup_disturbance
q-rf_3967_exodus-routing_hard_v3-0055,test,"Santa+Clara,+CA389",5400,need sound level updates for stadium dispersal noise conditions around residential with recent freshness,,residential,noise_level,recent,high,hard,2,2,paraphrase_controlled,routing_hard_v3,stadium_dispersal_noise,qt-q-rf_3967_exodus-routing_hard_v3-0055,medium,domain-05;domain-08,domain-01;domain-06,0,0,stadium_dispersal_noise
q-rf_3967_exodus-routing_hard_v3-0056,test,"Santa+Clara,+CA363",5500,realtime freight corridor slowdown road speed near downtown,,downtown,traffic_speed,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,freight_corridor_slowdown,qt-q-rf_3967_exodus-routing_hard_v3-0056,medium,domain-02;domain-07,domain-03;domain-06,0,0,freight_corridor_slowdown
q-rf_3967_exodus-routing_hard_v3-0057,test,"Atlanta,+GA133",5600,archival corridor incident diversion next bus near residential,,residential,bus_arrival,archival,high,hard,2,2,semantic_brief,routing_hard_v3,corridor_incident_diversion,qt-q-rf_3967_exodus-routing_hard_v3-0057,medium,domain-05;domain-08,domain-01;domain-06,0,0,corridor_incident_diversion
q-rf_3967_exodus-routing_hard_v3-0058,test,"Santa+Clara,+CA388",5700,archival indoor outdoor drift humidity near residential,,residential,humidity,archival,high,hard,2,2,semantic_brief,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0058,medium,domain-01;domain-06,domain-05;domain-08,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0059,test,Amsterdam119,5800,realtime indoor outdoor drift ambient humidity near residential,,residential,humidity,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0059,medium,domain-05;domain-08,domain-01;domain-06,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0060,test,"Austin,+TX136",5900,realtime irrigation buildup humidity near residential,,residential,humidity,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,irrigation_buildup,qt-q-rf_3967_exodus-routing_hard_v3-0060,medium,domain-01;domain-06,domain-05;domain-08,0,0,irrigation_buildup
q-rf_3967_exodus-routing_hard_v3-0061,test,"Herndon,+VA208",6000,archival school pickup disturbance ambient noise near residential,,residential,noise_level,archival,high,hard,2,2,semantic_brief,routing_hard_v3,school_pickup_disturbance,qt-q-rf_3967_exodus-routing_hard_v3-0061,medium,domain-01;domain-06,domain-05;domain-08,0,0,school_pickup_disturbance
q-rf_3967_exodus-routing_hard_v3-0062,test,Frankfurt184,6100,recent stadium dispersal noise noise level near residential,,residential,noise_level,recent,high,hard,2,2,semantic_brief,routing_hard_v3,stadium_dispersal_noise,qt-q-rf_3967_exodus-routing_hard_v3-0062,medium,domain-05;domain-08,domain-01;domain-06,0,0,stadium_dispersal_noise
q-rf_3967_exodus-routing_hard_v3-0063,test,"Santa+Clara,+CA389",6200,realtime freight corridor slowdown vehicle flow speed near downtown,,downtown,traffic_speed,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,freight_corridor_slowdown,qt-q-rf_3967_exodus-routing_hard_v3-0063,medium,domain-02;domain-07,domain-03;domain-06,0,0,freight_corridor_slowdown
q-rf_3967_exodus-routing_hard_v3-0064,test,"Santa+Clara,+CA363",6300,archival corridor incident diversion next bus near residential,,residential,bus_arrival,archival,high,hard,2,2,semantic_brief,routing_hard_v3,corridor_incident_diversion,qt-q-rf_3967_exodus-routing_hard_v3-0064,medium,domain-05;domain-08,domain-01;domain-06,0,0,corridor_incident_diversion
q-rf_3967_exodus-routing_hard_v3-0065,test,"Atlanta,+GA133",6400,archival indoor outdoor drift moisture level near residential,,residential,humidity,archival,high,hard,2,2,semantic_brief,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0065,medium,domain-01;domain-06,domain-05;domain-08,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0066,test,"Santa+Clara,+CA388",6500,realtime indoor outdoor drift moisture level near residential,,residential,humidity,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0066,medium,domain-05;domain-08,domain-01;domain-06,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0067,test,Amsterdam119,6600,realtime irrigation buildup ambient humidity near residential,,residential,humidity,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,irrigation_buildup,qt-q-rf_3967_exodus-routing_hard_v3-0067,medium,domain-01;domain-06,domain-05;domain-08,0,0,irrigation_buildup
q-rf_3967_exodus-routing_hard_v3-0068,test,"Austin,+TX136",6700,archival school pickup disturbance noise level near residential,,residential,noise_level,archival,high,hard,2,2,semantic_brief,routing_hard_v3,school_pickup_disturbance,qt-q-rf_3967_exodus-routing_hard_v3-0068,medium,domain-01;domain-06,domain-05;domain-08,0,0,school_pickup_disturbance
q-rf_3967_exodus-routing_hard_v3-0069,test,"Herndon,+VA208",6800,recent stadium dispersal noise noise level near residential,,residential,noise_level,recent,high,hard,2,2,semantic_brief,routing_hard_v3,stadium_dispersal_noise,qt-q-rf_3967_exodus-routing_hard_v3-0069,medium,domain-05;domain-08,domain-01;domain-06,0,0,stadium_dispersal_noise
q-rf_3967_exodus-routing_hard_v3-0070,test,Frankfurt184,6900,realtime freight corridor slowdown traffic speed near downtown,,downtown,traffic_speed,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,freight_corridor_slowdown,qt-q-rf_3967_exodus-routing_hard_v3-0070,medium,domain-02;domain-07,domain-03;domain-06,0,0,freight_corridor_slowdown
q-rf_3967_exodus-routing_hard_v3-0071,test,"Santa+Clara,+CA389",7000,archival corridor incident diversion bus arrival near residential,,residential,bus_arrival,archival,high,hard,2,2,semantic_brief,routing_hard_v3,corridor_incident_diversion,qt-q-rf_3967_exodus-routing_hard_v3-0071,medium,domain-05;domain-08,domain-01;domain-06,0,0,corridor_incident_diversion
q-rf_3967_exodus-routing_hard_v3-0072,test,"Santa+Clara,+CA363",7100,archival indoor outdoor drift moisture level near residential,,residential,humidity,archival,high,hard,2,2,semantic_brief,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0072,medium,domain-01;domain-06,domain-05;domain-08,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0073,test,"Atlanta,+GA133",7200,realtime indoor outdoor drift moisture level near residential,,residential,humidity,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,indoor_outdoor_drift,qt-q-rf_3967_exodus-routing_hard_v3-0073,medium,domain-05;domain-08,domain-01;domain-06,0,0,indoor_outdoor_drift
q-rf_3967_exodus-routing_hard_v3-0074,test,"Santa+Clara,+CA388",7300,realtime irrigation buildup humidity near residential,,residential,humidity,realtime,high,hard,2,2,semantic_brief,routing_hard_v3,irrigation_buildup,qt-q-rf_3967_exodus-routing_hard_v3-0074,medium,domain-01;domain-06,domain-05;domain-08,0,0,irrigation_buildup
